Cor,CorrType,EdgeBetweenness,interaction,Pvalue,selected,shared interaction,shared name,partner1,partner2,Source,Target
0.2756,Positive,17.06081578121227,interacts with,0.001,False,interacts with,1f97c28f91d9a257362352f7c2958eb5_eukaryote (interacts with) 6b8c4022aecbbb83eeb5c79d9997ba1f_bacteria,1f97c28f91d9a257362352f7c2958eb5_eukaryote,6b8c4022aecbbb83eeb5c79d9997ba1f_bacteria,0086,0002
0.4529,Positive,8.608609652834623,interacts with,0.001,False,interacts with,e0f36c1501288265da47b71dfc9707dd_eukaryote (interacts with) 6b8c4022aecbbb83eeb5c79d9997ba1f_bacteria,e0f36c1501288265da47b71dfc9707dd_eukaryote,6b8c4022aecbbb83eeb5c79d9997ba1f_bacteria,0087,0002
0.2157,Positive,11.913539471571069,interacts with,0.011,False,interacts with,bbe92aaf5408d1efb04e64943df37ed3_eukaryote (interacts with) 6b8c4022aecbbb83eeb5c79d9997ba1f_bacteria,bbe92aaf5408d1efb04e64943df37ed3_eukaryote,6b8c4022aecbbb83eeb5c79d9997ba1f_bacteria,0088,0002
-0.2036,Negative,13.094999513212716,interacts with,0.021,False,interacts with,cdfb9490b3e043a9832cbace39b2d3fb_eukaryote (interacts with) 6b8c4022aecbbb83eeb5c79d9997ba1f_bacteria,cdfb9490b3e043a9832cbace39b2d3fb_eukaryote,6b8c4022aecbbb83eeb5c79d9997ba1f_bacteria,0089,0002
0.2004,Positive,12.18478900795759,interacts with,0.02,False,interacts with,8fa171c38fb20ee4b1672db8353a9f63_eukaryote (interacts with) 6b8c4022aecbbb83eeb5c79d9997ba1f_bacteria,8fa171c38fb20ee4b1672db8353a9f63_eukaryote,6b8c4022aecbbb83eeb5c79d9997ba1f_bacteria,0090,0002
0.2315,Positive,11.94099552863172,interacts with,0.004,False,interacts with,6f658d24895b04231f6e654762669b72_eukaryote (interacts with) 6b8c4022aecbbb83eeb5c79d9997ba1f_bacteria,6f658d24895b04231f6e654762669b72_eukaryote,6b8c4022aecbbb83eeb5c79d9997ba1f_bacteria,0091,0002
0.264,Positive,11.749654995473044,interacts with,0.002,False,interacts with,7cf039e6626761ed4dc865aee7e775a5_eukaryote (interacts with) 6b8c4022aecbbb83eeb5c79d9997ba1f_bacteria,7cf039e6626761ed4dc865aee7e775a5_eukaryote,6b8c4022aecbbb83eeb5c79d9997ba1f_bacteria,0092,0002
0.3514,Positive,10.370382347773356,interacts with,0.001,False,interacts with,fa5d2b7bc448a32fa9ec8262e24231be_eukaryote (interacts with) 6b8c4022aecbbb83eeb5c79d9997ba1f_bacteria,fa5d2b7bc448a32fa9ec8262e24231be_eukaryote,6b8c4022aecbbb83eeb5c79d9997ba1f_bacteria,0093,0002
0.3164,Positive,7.720773034878844,interacts with,0.001,False,interacts with,416ebed6f40ce92fda977416ca373220_eukaryote (interacts with) 6b8c4022aecbbb83eeb5c79d9997ba1f_bacteria,416ebed6f40ce92fda977416ca373220_eukaryote,6b8c4022aecbbb83eeb5c79d9997ba1f_bacteria,0094,0002
0.1868,Positive,9.68931186800887,interacts with,0.016,False,interacts with,2c401f46914cf5a8f8728ec0a8b78fe9_eukaryote (interacts with) 6b8c4022aecbbb83eeb5c79d9997ba1f_bacteria,2c401f46914cf5a8f8728ec0a8b78fe9_eukaryote,6b8c4022aecbbb83eeb5c79d9997ba1f_bacteria,0095,0002
0.1576,Positive,12.63930147519468,interacts with,0.05,False,interacts with,c42c09f149cbb96ab465fe8b2be206c3_eukaryote (interacts with) 6b8c4022aecbbb83eeb5c79d9997ba1f_bacteria,c42c09f149cbb96ab465fe8b2be206c3_eukaryote,6b8c4022aecbbb83eeb5c79d9997ba1f_bacteria,0096,0002
0.2577,Positive,12.654436674658031,interacts with,0.001,False,interacts with,f02abee84a8b31c4281aa2fb6bd58349_eukaryote (interacts with) 6b8c4022aecbbb83eeb5c79d9997ba1f_bacteria,f02abee84a8b31c4281aa2fb6bd58349_eukaryote,6b8c4022aecbbb83eeb5c79d9997ba1f_bacteria,0097,0002
-0.1575,Negative,17.552472930814584,interacts with,0.05,False,interacts with,6f5d3bfd51485fbd9a71c476a19b3241_eukaryote (interacts with) 6b8c4022aecbbb83eeb5c79d9997ba1f_bacteria,6f5d3bfd51485fbd9a71c476a19b3241_eukaryote,6b8c4022aecbbb83eeb5c79d9997ba1f_bacteria,0098,0002
0.2596,Positive,11.244285983648972,interacts with,0.002,False,interacts with,a0026d509095158fccba24e0a4c3ef6e_eukaryote (interacts with) 6b8c4022aecbbb83eeb5c79d9997ba1f_bacteria,a0026d509095158fccba24e0a4c3ef6e_eukaryote,6b8c4022aecbbb83eeb5c79d9997ba1f_bacteria,0099,0002
0.3178,Positive,8.348251342867558,interacts with,0.001,False,interacts with,38c850022d0700fa24b06d5dd3f8da40_eukaryote (interacts with) 6b8c4022aecbbb83eeb5c79d9997ba1f_bacteria,38c850022d0700fa24b06d5dd3f8da40_eukaryote,6b8c4022aecbbb83eeb5c79d9997ba1f_bacteria,0100,0002
0.2002,Positive,9.61833813485365,interacts with,0.003,False,interacts with,d7463494a00186665833be74ccdd14a1_eukaryote (interacts with) 6b8c4022aecbbb83eeb5c79d9997ba1f_bacteria,d7463494a00186665833be74ccdd14a1_eukaryote,6b8c4022aecbbb83eeb5c79d9997ba1f_bacteria,0101,0002
-0.1483,Negative,19.331362953554738,interacts with,0.045,False,interacts with,5cea4c9d87a8d0134d2b58e91c510d8c_eukaryote (interacts with) 6b8c4022aecbbb83eeb5c79d9997ba1f_bacteria,5cea4c9d87a8d0134d2b58e91c510d8c_eukaryote,6b8c4022aecbbb83eeb5c79d9997ba1f_bacteria,0102,0002
0.1607,Positive,11.702401344297192,interacts with,0.021,False,interacts with,5c75a20582098b0c984ca0046fc10d75_eukaryote (interacts with) 6b8c4022aecbbb83eeb5c79d9997ba1f_bacteria,5c75a20582098b0c984ca0046fc10d75_eukaryote,6b8c4022aecbbb83eeb5c79d9997ba1f_bacteria,0103,0002
0.2587,Positive,25.16071988384539,interacts with,0.003,False,interacts with,00fae520fc99f4b43a079be78714514a_bacteria (interacts with) c2ff2968fc5eb368695f90ee12c20b86_bacteria,00fae520fc99f4b43a079be78714514a_bacteria,c2ff2968fc5eb368695f90ee12c20b86_bacteria,0104,0001
0.2208,Positive,15.564216949201466,interacts with,0.012,False,interacts with,8a9c84e7a7a0bbd8676a92d4435fe8a4_bacteria (interacts with) c2ff2968fc5eb368695f90ee12c20b86_bacteria,8a9c84e7a7a0bbd8676a92d4435fe8a4_bacteria,c2ff2968fc5eb368695f90ee12c20b86_bacteria,0003,0001
0.2305,Positive,20.15984328657183,interacts with,0.003,False,interacts with,0a78918b318c9a666440b19941b2c94e_bacteria (interacts with) c2ff2968fc5eb368695f90ee12c20b86_bacteria,0a78918b318c9a666440b19941b2c94e_bacteria,c2ff2968fc5eb368695f90ee12c20b86_bacteria,0105,0001
0.286,Positive,15.36006066218073,interacts with,0.001,False,interacts with,55e2f6614bc214f35d8745edeee16727_bacteria (interacts with) c2ff2968fc5eb368695f90ee12c20b86_bacteria,55e2f6614bc214f35d8745edeee16727_bacteria,c2ff2968fc5eb368695f90ee12c20b86_bacteria,0006,0001
0.2687,Positive,16.903411059633292,interacts with,0.003,False,interacts with,41e3305635db95437d26c71fbb3e9886_bacteria (interacts with) c2ff2968fc5eb368695f90ee12c20b86_bacteria,41e3305635db95437d26c71fbb3e9886_bacteria,c2ff2968fc5eb368695f90ee12c20b86_bacteria,0106,0001
-0.1959,Negative,14.84970955257332,interacts with,0.026,False,interacts with,162bf54549080b290d1ec8b0e6afbc1b_bacteria (interacts with) c2ff2968fc5eb368695f90ee12c20b86_bacteria,162bf54549080b290d1ec8b0e6afbc1b_bacteria,c2ff2968fc5eb368695f90ee12c20b86_bacteria,0107,0001
-0.2786,Negative,16.50162059197704,interacts with,0.002,False,interacts with,d0c26a44a7a8b6ee4ba716861fc44da2_bacteria (interacts with) c2ff2968fc5eb368695f90ee12c20b86_bacteria,d0c26a44a7a8b6ee4ba716861fc44da2_bacteria,c2ff2968fc5eb368695f90ee12c20b86_bacteria,0108,0001
-0.2365,Negative,21.396658099830628,interacts with,0.006,False,interacts with,d48f4cda1feee6851d5bcf2d520066b9_bacteria (interacts with) c2ff2968fc5eb368695f90ee12c20b86_bacteria,d48f4cda1feee6851d5bcf2d520066b9_bacteria,c2ff2968fc5eb368695f90ee12c20b86_bacteria,0012,0001
-0.2601,Negative,13.245007626730445,interacts with,0.002,False,interacts with,a11e7d00f7f42af59b01f4684a52fa9d_bacteria (interacts with) c2ff2968fc5eb368695f90ee12c20b86_bacteria,a11e7d00f7f42af59b01f4684a52fa9d_bacteria,c2ff2968fc5eb368695f90ee12c20b86_bacteria,0014,0001
-0.1983,Negative,15.57763811098041,interacts with,0.017,False,interacts with,eb9cdec519d0a08dcfb47dfac31c9b82_bacteria (interacts with) c2ff2968fc5eb368695f90ee12c20b86_bacteria,eb9cdec519d0a08dcfb47dfac31c9b82_bacteria,c2ff2968fc5eb368695f90ee12c20b86_bacteria,0109,0001
-0.2571,Negative,15.413063310387,interacts with,0.001,False,interacts with,59f72dd6eaf2a9d277540becada0fb4c_bacteria (interacts with) c2ff2968fc5eb368695f90ee12c20b86_bacteria,59f72dd6eaf2a9d277540becada0fb4c_bacteria,c2ff2968fc5eb368695f90ee12c20b86_bacteria,0110,0001
-0.1656,Negative,16.658137384286693,interacts with,0.014,False,interacts with,61ee56e0408347b925580754c0228fac_bacteria (interacts with) c2ff2968fc5eb368695f90ee12c20b86_bacteria,61ee56e0408347b925580754c0228fac_bacteria,c2ff2968fc5eb368695f90ee12c20b86_bacteria,0022,0001
-0.1705,Negative,17.32236518353991,interacts with,0.022,False,interacts with,41701e0adab2a616c9ee9b352beca639_bacteria (interacts with) c2ff2968fc5eb368695f90ee12c20b86_bacteria,41701e0adab2a616c9ee9b352beca639_bacteria,c2ff2968fc5eb368695f90ee12c20b86_bacteria,0111,0001
-0.1595,Negative,18.86040421368676,interacts with,0.031,False,interacts with,eb434ae05f7cf08515f5a9eedc7b77b9_bacteria (interacts with) c2ff2968fc5eb368695f90ee12c20b86_bacteria,eb434ae05f7cf08515f5a9eedc7b77b9_bacteria,c2ff2968fc5eb368695f90ee12c20b86_bacteria,0026,0001
-0.2855,Negative,18.89497519388824,interacts with,0.002,False,interacts with,3c2ce1fb455f0c4db329115c9d355ab3_bacteria (interacts with) c2ff2968fc5eb368695f90ee12c20b86_bacteria,3c2ce1fb455f0c4db329115c9d355ab3_bacteria,c2ff2968fc5eb368695f90ee12c20b86_bacteria,0031,0001
-0.2888,Negative,13.677890118137793,interacts with,0.001,False,interacts with,cb7f33c9ab6b6cc48e850692a6e57201_bacteria (interacts with) c2ff2968fc5eb368695f90ee12c20b86_bacteria,cb7f33c9ab6b6cc48e850692a6e57201_bacteria,c2ff2968fc5eb368695f90ee12c20b86_bacteria,0112,0001
0.2527,Positive,16.908881021605897,interacts with,0.003,False,interacts with,c256985cf7f385fa0e158aac9692f64d_bacteria (interacts with) c2ff2968fc5eb368695f90ee12c20b86_bacteria,c256985cf7f385fa0e158aac9692f64d_bacteria,c2ff2968fc5eb368695f90ee12c20b86_bacteria,0113,0001
-0.1802,Negative,14.267404337852785,interacts with,0.017,False,interacts with,36f1731173941db493c190a81c67a7cf_bacteria (interacts with) c2ff2968fc5eb368695f90ee12c20b86_bacteria,36f1731173941db493c190a81c67a7cf_bacteria,c2ff2968fc5eb368695f90ee12c20b86_bacteria,0114,0001
-0.2063,Negative,17.180333027656182,interacts with,0.017,False,interacts with,f4a81d1da4f94db765f8dc3f8d9d71c1_bacteria (interacts with) c2ff2968fc5eb368695f90ee12c20b86_bacteria,f4a81d1da4f94db765f8dc3f8d9d71c1_bacteria,c2ff2968fc5eb368695f90ee12c20b86_bacteria,0043,0001
0.1578,Positive,18.18130419970788,interacts with,0.025,False,interacts with,62690921189900b625d68933a083f144_bacteria (interacts with) c2ff2968fc5eb368695f90ee12c20b86_bacteria,62690921189900b625d68933a083f144_bacteria,c2ff2968fc5eb368695f90ee12c20b86_bacteria,0115,0001
-0.1513,Negative,17.824308803637834,interacts with,0.049,False,interacts with,cb322f93327b32468a9fd72aed3afa8a_bacteria (interacts with) c2ff2968fc5eb368695f90ee12c20b86_bacteria,cb322f93327b32468a9fd72aed3afa8a_bacteria,c2ff2968fc5eb368695f90ee12c20b86_bacteria,0116,0001
-0.2242,Negative,13.01335417809034,interacts with,0.002,False,interacts with,dee54165b25b1b80bf40b51130dc690d_bacteria (interacts with) c2ff2968fc5eb368695f90ee12c20b86_bacteria,dee54165b25b1b80bf40b51130dc690d_bacteria,c2ff2968fc5eb368695f90ee12c20b86_bacteria,0054,0001
-0.1966,Negative,18.46597106285825,interacts with,0.007,False,interacts with,74d2b5e59d6a153b918c069c1f584cb9_bacteria (interacts with) c2ff2968fc5eb368695f90ee12c20b86_bacteria,74d2b5e59d6a153b918c069c1f584cb9_bacteria,c2ff2968fc5eb368695f90ee12c20b86_bacteria,0117,0001
-0.1555,Negative,22.13224959987979,interacts with,0.03,False,interacts with,936a582a1eb7fdd448592e35c1ce4b58_bacteria (interacts with) c2ff2968fc5eb368695f90ee12c20b86_bacteria,936a582a1eb7fdd448592e35c1ce4b58_bacteria,c2ff2968fc5eb368695f90ee12c20b86_bacteria,0118,0001
-0.177,Negative,20.144685938891683,interacts with,0.015,False,interacts with,db088fb981fe23ea98703dd147a9a18a_bacteria (interacts with) c2ff2968fc5eb368695f90ee12c20b86_bacteria,db088fb981fe23ea98703dd147a9a18a_bacteria,c2ff2968fc5eb368695f90ee12c20b86_bacteria,0119,0001
-0.2356,Negative,15.209454201773996,interacts with,0.002,False,interacts with,1c4babd5c824cef4804874bbb6b29ab9_bacteria (interacts with) c2ff2968fc5eb368695f90ee12c20b86_bacteria,1c4babd5c824cef4804874bbb6b29ab9_bacteria,c2ff2968fc5eb368695f90ee12c20b86_bacteria,0120,0001
0.202,Positive,14.34053492647852,interacts with,0.012,False,interacts with,eaa0ba9ff4398edf205048df9a36f578_fungi (interacts with) c2ff2968fc5eb368695f90ee12c20b86_bacteria,eaa0ba9ff4398edf205048df9a36f578_fungi,c2ff2968fc5eb368695f90ee12c20b86_bacteria,0121,0001
-0.2294,Negative,19.772450558712503,interacts with,0.008,False,interacts with,9a06988e426d7ef4663c568dcd331ca0_fungi (interacts with) c2ff2968fc5eb368695f90ee12c20b86_bacteria,9a06988e426d7ef4663c568dcd331ca0_fungi,c2ff2968fc5eb368695f90ee12c20b86_bacteria,0068,0001
-0.2625,Negative,19.000663763984,interacts with,0.001,False,interacts with,4745af0659fd8962bab4c6f134456248_fungi (interacts with) c2ff2968fc5eb368695f90ee12c20b86_bacteria,4745af0659fd8962bab4c6f134456248_fungi,c2ff2968fc5eb368695f90ee12c20b86_bacteria,0122,0001
-0.1932,Negative,18.99983442177628,interacts with,0.01,False,interacts with,7d8361bafb81458a6092cf72051fb8ba_fungi (interacts with) c2ff2968fc5eb368695f90ee12c20b86_bacteria,7d8361bafb81458a6092cf72051fb8ba_fungi,c2ff2968fc5eb368695f90ee12c20b86_bacteria,0123,0001
-0.2456,Negative,14.706468955940682,interacts with,0.003,False,interacts with,2b58ac3373c047a1eebbf7a75e2e0552_fungi (interacts with) c2ff2968fc5eb368695f90ee12c20b86_bacteria,2b58ac3373c047a1eebbf7a75e2e0552_fungi,c2ff2968fc5eb368695f90ee12c20b86_bacteria,0124,0001
-0.1758,Negative,19.096223464520016,interacts with,0.015,False,interacts with,ff21cdb7dbfc34641ccd2c104ef231e4_fungi (interacts with) c2ff2968fc5eb368695f90ee12c20b86_bacteria,ff21cdb7dbfc34641ccd2c104ef231e4_fungi,c2ff2968fc5eb368695f90ee12c20b86_bacteria,0125,0001
-0.2983,Negative,17.86696766880997,interacts with,0.001,False,interacts with,45b5a9d374f7fdde8ee02d381737f261_fungi (interacts with) c2ff2968fc5eb368695f90ee12c20b86_bacteria,45b5a9d374f7fdde8ee02d381737f261_fungi,c2ff2968fc5eb368695f90ee12c20b86_bacteria,0126,0001
0.1933,Positive,16.551084747028337,interacts with,0.022,False,interacts with,5a7fabdfc2b1915ca336712e300eb727_eukaryote (interacts with) c2ff2968fc5eb368695f90ee12c20b86_bacteria,5a7fabdfc2b1915ca336712e300eb727_eukaryote,c2ff2968fc5eb368695f90ee12c20b86_bacteria,0127,0001
0.2613,Positive,15.189578968146886,interacts with,0.001,False,interacts with,99318de41dd49424cad9bf4501ab86ce_eukaryote (interacts with) c2ff2968fc5eb368695f90ee12c20b86_bacteria,99318de41dd49424cad9bf4501ab86ce_eukaryote,c2ff2968fc5eb368695f90ee12c20b86_bacteria,0128,0001
0.1713,Positive,15.803604471281504,interacts with,0.03,False,interacts with,cdfb9490b3e043a9832cbace39b2d3fb_eukaryote (interacts with) c2ff2968fc5eb368695f90ee12c20b86_bacteria,cdfb9490b3e043a9832cbace39b2d3fb_eukaryote,c2ff2968fc5eb368695f90ee12c20b86_bacteria,0089,0001
0.1862,Positive,14.04136264801177,interacts with,0.029,False,interacts with,fa5d2b7bc448a32fa9ec8262e24231be_eukaryote (interacts with) c2ff2968fc5eb368695f90ee12c20b86_bacteria,fa5d2b7bc448a32fa9ec8262e24231be_eukaryote,c2ff2968fc5eb368695f90ee12c20b86_bacteria,0093,0001
0.2075,Positive,15.376188331614294,interacts with,0.006,False,interacts with,070546cd0046c9701f90304909b45ada_eukaryote (interacts with) c2ff2968fc5eb368695f90ee12c20b86_bacteria,070546cd0046c9701f90304909b45ada_eukaryote,c2ff2968fc5eb368695f90ee12c20b86_bacteria,0129,0001
0.2229,Positive,15.088558569324412,interacts with,0.005,False,interacts with,c42c09f149cbb96ab465fe8b2be206c3_eukaryote (interacts with) c2ff2968fc5eb368695f90ee12c20b86_bacteria,c42c09f149cbb96ab465fe8b2be206c3_eukaryote,c2ff2968fc5eb368695f90ee12c20b86_bacteria,0096,0001
-0.1666,Negative,17.286890542001238,interacts with,0.021,False,interacts with,7b3f8ac4cc1c569e824043a8fc99c323_eukaryote (interacts with) c2ff2968fc5eb368695f90ee12c20b86_bacteria,7b3f8ac4cc1c569e824043a8fc99c323_eukaryote,c2ff2968fc5eb368695f90ee12c20b86_bacteria,0130,0001
-0.2058,Negative,16.468272325407202,interacts with,0.009,False,interacts with,6f5d3bfd51485fbd9a71c476a19b3241_eukaryote (interacts with) c2ff2968fc5eb368695f90ee12c20b86_bacteria,6f5d3bfd51485fbd9a71c476a19b3241_eukaryote,c2ff2968fc5eb368695f90ee12c20b86_bacteria,0098,0001
0.1656,Positive,16.134997373359596,interacts with,0.017,False,interacts with,a0026d509095158fccba24e0a4c3ef6e_eukaryote (interacts with) c2ff2968fc5eb368695f90ee12c20b86_bacteria,a0026d509095158fccba24e0a4c3ef6e_eukaryote,c2ff2968fc5eb368695f90ee12c20b86_bacteria,0099,0001
0.1411,Positive,16.172450407100758,interacts with,0.039,False,interacts with,38c850022d0700fa24b06d5dd3f8da40_eukaryote (interacts with) c2ff2968fc5eb368695f90ee12c20b86_bacteria,38c850022d0700fa24b06d5dd3f8da40_eukaryote,c2ff2968fc5eb368695f90ee12c20b86_bacteria,0100,0001
-0.2459,Negative,14.382979597445344,interacts with,0.001,False,interacts with,5cea4c9d87a8d0134d2b58e91c510d8c_eukaryote (interacts with) c2ff2968fc5eb368695f90ee12c20b86_bacteria,5cea4c9d87a8d0134d2b58e91c510d8c_eukaryote,c2ff2968fc5eb368695f90ee12c20b86_bacteria,0102,0001
0.3018,Positive,17.079626470365195,interacts with,0.001,False,interacts with,c861b1ec2e390a9906dec7ee827ab766_bacteria (interacts with) 00fae520fc99f4b43a079be78714514a_bacteria,c861b1ec2e390a9906dec7ee827ab766_bacteria,00fae520fc99f4b43a079be78714514a_bacteria,0005,0104
0.2176,Positive,24.737583746999,interacts with,0.011,False,interacts with,55e2f6614bc214f35d8745edeee16727_bacteria (interacts with) 00fae520fc99f4b43a079be78714514a_bacteria,55e2f6614bc214f35d8745edeee16727_bacteria,00fae520fc99f4b43a079be78714514a_bacteria,0006,0104
0.5406,Positive,15.804751613121237,interacts with,0.001,False,interacts with,5d0942009326032f72c94ca27dc2015d_bacteria (interacts with) 00fae520fc99f4b43a079be78714514a_bacteria,5d0942009326032f72c94ca27dc2015d_bacteria,00fae520fc99f4b43a079be78714514a_bacteria,0131,0104
0.2733,Positive,16.16550571777879,interacts with,0.004,False,interacts with,41e3305635db95437d26c71fbb3e9886_bacteria (interacts with) 00fae520fc99f4b43a079be78714514a_bacteria,41e3305635db95437d26c71fbb3e9886_bacteria,00fae520fc99f4b43a079be78714514a_bacteria,0106,0104
0.2904,Positive,23.676678413555717,interacts with,0.002,False,interacts with,0c0605a3c4b75dfc31857a9167487df1_bacteria (interacts with) 00fae520fc99f4b43a079be78714514a_bacteria,0c0605a3c4b75dfc31857a9167487df1_bacteria,00fae520fc99f4b43a079be78714514a_bacteria,0132,0104
0.2803,Positive,24.96934702083041,interacts with,0.002,False,interacts with,334a4708e1cedc4f04c44f0f47d2f29e_bacteria (interacts with) 00fae520fc99f4b43a079be78714514a_bacteria,334a4708e1cedc4f04c44f0f47d2f29e_bacteria,00fae520fc99f4b43a079be78714514a_bacteria,0133,0104
0.2738,Positive,28.51372331888175,interacts with,0.003,False,interacts with,162bf54549080b290d1ec8b0e6afbc1b_bacteria (interacts with) 00fae520fc99f4b43a079be78714514a_bacteria,162bf54549080b290d1ec8b0e6afbc1b_bacteria,00fae520fc99f4b43a079be78714514a_bacteria,0107,0104
0.3178,Positive,30.12857180310917,interacts with,0.001,False,interacts with,0cb8dc0c56bd0e3524dba46d210b26c9_bacteria (interacts with) 00fae520fc99f4b43a079be78714514a_bacteria,0cb8dc0c56bd0e3524dba46d210b26c9_bacteria,00fae520fc99f4b43a079be78714514a_bacteria,0013,0104
0.217,Positive,30.665730905340293,interacts with,0.009,False,interacts with,761c2dba8986aae73bba9bb0f0dbae14_bacteria (interacts with) 00fae520fc99f4b43a079be78714514a_bacteria,761c2dba8986aae73bba9bb0f0dbae14_bacteria,00fae520fc99f4b43a079be78714514a_bacteria,0134,0104
0.1842,Positive,21.046773172308956,interacts with,0.027,False,interacts with,20b02741232f1c067a84cab7b52256ee_bacteria (interacts with) 00fae520fc99f4b43a079be78714514a_bacteria,20b02741232f1c067a84cab7b52256ee_bacteria,00fae520fc99f4b43a079be78714514a_bacteria,0019,0104
-0.1807,Negative,28.198402972077265,interacts with,0.018,False,interacts with,6f0c774f7177fa246b2e3d023979a44d_bacteria (interacts with) 00fae520fc99f4b43a079be78714514a_bacteria,6f0c774f7177fa246b2e3d023979a44d_bacteria,00fae520fc99f4b43a079be78714514a_bacteria,0135,0104
0.1544,Positive,23.45829256192133,interacts with,0.047,False,interacts with,f733c60397f7fc312c9cdce5c6d9aba1_bacteria (interacts with) 00fae520fc99f4b43a079be78714514a_bacteria,f733c60397f7fc312c9cdce5c6d9aba1_bacteria,00fae520fc99f4b43a079be78714514a_bacteria,0050,0104
-0.1371,Negative,26.68811303969224,interacts with,0.05,False,interacts with,64f1fc5334789b8bb3ffa75ff021ed6c_bacteria (interacts with) 00fae520fc99f4b43a079be78714514a_bacteria,64f1fc5334789b8bb3ffa75ff021ed6c_bacteria,00fae520fc99f4b43a079be78714514a_bacteria,0136,0104
-0.1704,Negative,20.28796528081909,interacts with,0.031,False,interacts with,5adf0a31c5f82e92c77a54bf7943c186_bacteria (interacts with) 00fae520fc99f4b43a079be78714514a_bacteria,5adf0a31c5f82e92c77a54bf7943c186_bacteria,00fae520fc99f4b43a079be78714514a_bacteria,0137,0104
-0.1667,Negative,33.181592465027066,interacts with,0.019,False,interacts with,bc4dcedbb783ae6fa7d42e19730bbd6a_fungi (interacts with) 00fae520fc99f4b43a079be78714514a_bacteria,bc4dcedbb783ae6fa7d42e19730bbd6a_fungi,00fae520fc99f4b43a079be78714514a_bacteria,0138,0104
-0.1756,Negative,27.15046967909029,interacts with,0.037,False,interacts with,bbe92aaf5408d1efb04e64943df37ed3_eukaryote (interacts with) 00fae520fc99f4b43a079be78714514a_bacteria,bbe92aaf5408d1efb04e64943df37ed3_eukaryote,00fae520fc99f4b43a079be78714514a_bacteria,0088,0104
-0.2443,Negative,24.368187768337187,interacts with,0.003,False,interacts with,d6e7187575c837cc355b39cb4c72f1b7_eukaryote (interacts with) 00fae520fc99f4b43a079be78714514a_bacteria,d6e7187575c837cc355b39cb4c72f1b7_eukaryote,00fae520fc99f4b43a079be78714514a_bacteria,0139,0104
-0.2473,Negative,44.46171382457019,interacts with,0.005,False,interacts with,5c71206f2fadd330c5295bb2b8e24c9d_eukaryote (interacts with) 00fae520fc99f4b43a079be78714514a_bacteria,5c71206f2fadd330c5295bb2b8e24c9d_eukaryote,00fae520fc99f4b43a079be78714514a_bacteria,0140,0104
-0.1427,Negative,28.056506374052454,interacts with,0.038,False,interacts with,a654a25725fefee58e879aa11f5011b6_eukaryote (interacts with) 00fae520fc99f4b43a079be78714514a_bacteria,a654a25725fefee58e879aa11f5011b6_eukaryote,00fae520fc99f4b43a079be78714514a_bacteria,0141,0104
-0.3454,Negative,20.166826145054777,interacts with,0.001,False,interacts with,d56db645940d7263cd904f96f3e2258f_eukaryote (interacts with) 00fae520fc99f4b43a079be78714514a_bacteria,d56db645940d7263cd904f96f3e2258f_eukaryote,00fae520fc99f4b43a079be78714514a_bacteria,0142,0104
